epoch,loss,val_loss
0,15.736460599899292,12.327343287491066
1,12.07336785307762,11.782133445986252
2,11.398262223846176,10.82524474949752
3,10.675905358239769,10.742362818925947
4,10.739242134094239,10.432371951459105
5,10.276829435272266,10.191149286384151
6,9.823601092637842,9.819587970973988
7,9.607708852021695,9.660850053457528
8,9.48188738822937,9.528746534048643
9,9.365696859314713,9.436505088128257
10,9.258475907613619,9.381634880152195
11,9.2886638866493,9.233381254414942
12,9.091971231099754,9.196119827677245
13,8.977269802093506,9.046832153985882
14,8.912080402152133,8.893989624615054
15,8.928620935499499,8.874028138082132
16,8.731141364458113,8.91984288026135
17,8.661804394721985,8.70617895172563
18,8.66475284043295,8.62515472171765
19,8.581521135551734,8.586390376668755
20,8.489603708103314,8.462452275302375
21,8.426973638534546,8.394496352298965
22,8.400423921501632,8.316978979958085
23,8.414691014600542,8.356840212241128
24,8.356205810568488,8.236790595416684
25,8.249797666301733,8.268411083252248
26,8.213761806488037,8.155208416632188
27,8.200410050118085,8.17311788568204
28,8.130481453410177,8.068070273021888
29,8.06347149604891,8.011702321842915
30,8.045495810508728,7.999884848833469
31,7.979391376590218,8.01620671360096
32,8.032119695743301,7.995377340301366
33,7.958917730065461,7.884494670565949
34,7.894013409614563,7.86468298485283
35,7.842378734604233,7.750371102562629
36,7.8306778704253315,7.7783883099409605
37,7.823901113114494,7.838610743860051
38,7.788711415321751,7.703224212942293
39,7.729093885421753,7.7421020498568485
40,7.715318414149586,7.658173651995682
41,7.678490525864939,7.632411919811045
42,7.686345807028372,7.645115370126456
43,7.5849468660354615,7.568974143661475
44,7.59390906939388,7.575327671402298
45,7.612605168003686,7.480221691347285
46,7.520195055353143,7.5154612699887675
47,7.479378256797791,7.538142976930338
48,7.442088493957136,7.447941835554428
49,7.396443301865167,7.443791582048998
50,7.444554473905771,7.381978598087786
51,7.399928897441015,7.359923296483152
52,7.365059309005737,7.3612299658755305
53,7.25848048176824,7.289677364953308
54,7.3001144225769234,7.246143998930258
55,7.249092332289434,7.2548306207857145
56,7.279869871139526,7.308581959257603
57,7.183556720450272,7.2537787534501135
58,7.2285859135287645,7.222920857646739
59,7.154562859179503,7.224063024382214
60,7.155507736206054,7.187353449222152
61,7.126803791068956,7.224474205146506
62,7.121314880417922,7.202962400840057
63,7.116085531278568,7.214172380228613
64,7.0723369494526125,7.1016971745283035
65,7.031325445175171,7.1803658359077716
66,6.977980170641675,7.076685384710308
67,6.982707852869991,7.086783293568453
68,6.9856624771372715,7.091644064482656
69,7.011606492996216,7.06855013451399
70,6.924273946430085,7.02883905432336
71,6.916616075700058,7.023240493071869
72,6.923003511906121,7.067715892113854
73,6.905572848320007,7.048654550111737
74,6.849401643000799,7.010957375096582
75,6.915135729114027,6.972457538321253
76,6.783006702161338,6.966930927097894
77,6.836702557828842,6.952415254466561
78,6.756727137565613,6.8989675141305264
79,6.786411671733045,6.941182753573712
80,6.6957122585403495,6.766555532692707
81,6.571565665424264,6.723260402679443
82,6.447395277023316,6.7062519463275665
83,6.501676503464528,6.6988427011184815
84,6.4820025725900505,6.681302274756362
85,6.467261465383019,6.678898027909977
86,6.453139085769653,6.6851699279082615
87,6.419296623214371,6.665620536526879
88,6.424671775408425,6.661317987857998
89,6.419106832719803,6.660781945088376
90,6.412582095178899,6.667888973371663
91,6.428104391098023,6.649056913009175
92,6.434567535827848,6.648372492227878
93,6.360001469468935,6.6597160676762055
94,6.374414120524944,6.6520463484361985
95,6.449805335998535,6.649852023948953
96,6.371172723058713,6.635278217241722
97,6.36186330544337,6.645222383477576
98,6.431002859428389,6.639091498632231
99,6.345476179122925,6.645196155122871
100,6.375900881824007,6.630688889924082
101,6.348463954811469,6.624453803449147
102,6.370460717228549,6.626623886274791
103,6.344444956162609,6.621361343463904
104,6.371195888519287,6.623358898286095
105,6.344138359325578,6.624137963154782
106,6.367871786687297,6.623900309518004
107,6.340307549406681,6.619615033293002
108,6.337488641738892,6.618463305933988
109,6.346621767919995,6.61868234212256
110,6.360397093919676,6.619915096363074
111,6.321785320003415,6.618037296997711
112,6.362650585174561,6.617616270586054
113,6.313567800795015,6.6174826899329755
114,6.353547913944867,6.618597931931207
115,6.327158573554078,6.618015631335232
116,6.31049895459164,6.614659486564181
117,6.3416385841369625,6.614692184189409
118,6.342822911794133,6.6158037070118745
119,6.343227877270174,6.613598810451674
