epoch,loss,val_loss
0,23.56850643157959,18.899104005878307
0,12.005815309460411,9.434434487091705
1,9.192700592273837,8.46774770678149
2,8.516506843059462,7.97412787269506
3,8.092182887693713,7.565937425862992
4,7.776121358393876,7.283032479694471
5,7.522918877101653,7.1086473411042395
6,7.347805350457372,6.951083546886537
7,7.161845473243224,6.8037113488587115
8,7.051663494781709,6.684136949949003
9,6.918488733787119,6.590043240487094
10,6.8126145596720615,6.51223493123093
11,6.688295620558594,6.437644337606353
12,6.580040094229351,6.290207540083779
13,6.509639435545752,6.266949029654409
14,6.433291290736553,6.215742125072079
15,6.337426566704525,6.158996955643563
16,6.25522553634942,6.01014396408648
17,6.177607187053221,5.979488283443913
18,6.102282091448191,5.948375834401859
19,6.046635512932552,5.889570335579227
20,5.983217813330637,5.892138726106561
21,5.908892381441238,5.7572248062910285
22,5.850825081602881,5.716621080777564
23,5.800549905326259,5.671709109200029
24,5.730375671670284,5.617641209400528
25,5.669506384501808,5.612769652260332
26,5.629715755773075,5.630175895567665
27,5.5651604070200795,5.508280211773751
28,5.515399439963072,5.450624093100404
29,5.475976170568212,5.391060208272857
30,5.422842406913149,5.383635614145553
31,5.368321836707365,5.314055284891452
32,5.319147081852705,5.250420822272971
33,5.287967740015618,5.240385750383861
34,5.249974750748636,5.22820448759877
35,5.186154978681992,5.184065459040332
36,5.163485051932656,5.137531945316395
37,5.114133219383132,5.129885946221421
38,5.086581791264351,5.153819621090743
39,5.038516042258632,5.062841292922061
40,5.019396153899239,5.05428724258127
41,4.976079569653913,5.099950010826592
42,4.92903348231726,4.980315323985258
43,4.915259117338227,4.994107752508802
44,4.867720838510934,4.966794529330942
45,4.845114350445767,4.94578828488105
46,4.793706150741458,4.890319088549144
47,4.7726968632207045,4.866633915169366
48,4.759868960044753,4.857090520165463
49,4.712877128732409,4.816429899274244
50,4.692775307806071,4.851604218244168
51,4.659699531892469,4.7796448282355835
52,4.625212200609544,4.759253694475756
53,4.621648294795101,4.737753798002573
54,4.58031716604188,4.749511349759695
55,4.557455240325749,4.725297729880436
56,4.519405555874343,4.716887412433286
57,4.508305300786404,4.701966096203239
58,4.483565871055138,4.670959173766399
59,4.464318350447176,4.636608575195411
60,4.433358856762332,4.67069130529302
61,4.4123843301405925,4.586812574759438
62,4.383262184998239,4.638589030899023
63,4.374565456536641,4.604595099589359
64,4.353411881793086,4.541105913615188
65,4.333888586832324,4.545826455888148
66,4.313003796314783,4.540866663074647
67,4.279143975038484,4.551931113149122
68,4.265271864683602,4.490395847160327
69,4.255478350709488,4.491413688813735
70,4.232624195528702,4.525862621375163
71,4.208613816619945,4.499095876690644
72,4.187920087656131,4.498946188339702
73,4.162897526124647,4.432532724155555
74,4.167034134111121,4.485041424222832
75,4.1414285715682215,4.444705111144625
76,4.139529455883403,4.412109290263187
77,4.115150407476231,4.46070431199328
78,4.096903516003783,4.408220839615978
79,4.0704530021506296,4.443196362170341
80,3.845886380429932,4.227588733679259
81,3.772855749160098,4.237876671003795
82,3.74770449486137,4.2070439150722425
83,3.7372247003053833,4.205487043291378
84,3.72948234370057,4.208230417649079
85,3.7113514095255655,4.210924147018901
86,3.695784538640372,4.207391890647531
87,3.6855686291245413,4.215737285829707
88,3.687802014850861,4.206804917201472
89,3.680926721629589,4.214548459923518
90,3.6679790258183727,4.198762761179196
91,3.6583496207549167,4.195137516169633
92,3.651930656179389,4.211925330185158
93,3.6603877667007687,4.206787804987203
94,3.6521161264321056,4.201423351522023
95,3.6486146738159824,4.196770978474656
96,3.6320895994511755,4.19976714354532
97,3.6275536206443917,4.190228869726276
98,3.62284163779496,4.195839594562142
99,3.6118204143610733,4.189652608554082
100,3.5936465134892823,4.183697864581772
101,3.598771032712456,4.176110288438196
102,3.582824054189691,4.1767563442421265
103,3.5834744119420296,4.175847186795729
104,3.585056431894198,4.176562601221975
105,3.5764526771939416,4.178292769800287
106,3.5742241367375907,4.176171375206868
107,3.5728062962067892,4.175363033769204
108,3.5914930046033784,4.1745610930422785
109,3.58296117230387,4.173740566450868
110,3.590181330321167,4.1740611851311655
111,3.59034610102061,4.172599411164809
112,3.591735643251028,4.171315884166465
113,3.5729516969600192,4.169558052099965
114,3.574523149902272,4.174894899081722
115,3.572988738812349,4.1754604957408015
116,3.5685962296054585,4.179514387312536
117,3.5836558720315566,4.175139325500883
118,3.5701566557593187,4.1749532010905765
119,3.558611351104223,4.174251541760126
